Date,Portfolio Value
2015-11-10,46268.35708618164
2015-11-11,46137.937927246094
2015-11-12,45695.39985656738
2015-11-13,45254.77096557617
2015-11-16,45751.27326965332
2015-11-17,45673.497161865234
2015-11-18,46232.82699584961
2015-11-19,46279.2805480957
2015-11-20,46409.40460205078
2015-11-23,46317.715759277344
2015-11-24,46391.54800415039
2015-11-25,46379.34860229492
2015-11-27,46366.39961242676
2015-11-30,46267.28843688965
2015-12-01,46639.73205566406
2015-12-02,46233.41125488281
2015-12-03,45722.318267822266
2015-12-04,46540.632247924805
2015-12-07,46277.178802490234
2015-12-08,46122.55821228027
2015-12-09,45777.557525634766
2015-12-10,45877.71827697754
2015-12-11,45241.3875579834
2015-12-14,45317.434310913086
2015-12-15,45608.58200073242
2015-12-16,46151.8505859375
2015-12-17,45548.12271118164
2015-12-18,45041.37580871582
2015-12-21,45380.29495239258
2015-12-22,45622.63702392578
2015-12-23,45981.23115539551
2015-12-24,45983.532943725586
2015-12-28,45883.00018310547
2015-12-29,46258.39309692383
2015-12-30,45962.72514343262
2015-12-31,45623.13194274902
2016-01-04,45157.25746154785
2016-01-05,45212.61520385742
2016-01-06,44922.15934753418
2016-01-07,44154.29969787598
2016-01-08,43810.493087768555
2016-01-11,43768.62846374512
2016-01-12,44032.0450592041
2016-01-13,43205.0944519043
2016-01-14,43645.21842956543
2016-01-15,42967.92640686035
2016-01-19,42983.90548706055
2016-01-20,42763.84452819824
2016-01-21,42888.6026763916
2016-01-22,43554.382247924805
2016-01-25,43130.60607910156
2016-01-26,43595.87516784668
2016-01-27,43167.109146118164
2016-01-28,43331.78634643555
2016-01-29,44100.89500427246
2016-02-01,44157.56401062012
2016-02-02,43578.21907043457
2016-02-03,43745.29487609863
2016-02-04,43858.61396789551
2016-02-05,43217.48924255371
2016-02-08,42887.06230163574
2016-02-09,42843.1428527832
2016-02-10,42920.74592590332
2016-02-11,42853.573989868164
2016-02-12,43358.20083618164
2016-02-16,43728.202896118164
2016-02-17,44312.43797302246
2016-02-18,44294.709548950195
2016-02-19,44265.66108703613
2016-02-22,44627.53952026367
2016-02-23,44294.58450317383
2016-02-24,44503.53775024414
2016-02-25,44889.94804382324
2016-02-26,44788.71154785156
2016-02-29,44611.661682128906
2016-03-01,45349.12826538086
2016-03-02,45510.67459106445
2016-03-03,45705.59272766113
2016-03-04,45776.86477661133
2016-03-07,45786.256256103516
2016-03-08,45436.66130065918
2016-03-09,45543.76770019531
2016-03-10,45635.5419921875
2016-03-11,46059.1096496582
2016-03-14,45980.42198181152
2016-03-15,45920.34324645996
2016-03-16,46298.22555541992
2016-03-17,46455.744705200195
2016-03-18,46560.84671020508
2016-03-21,46568.981018066406
2016-03-22,46597.67074584961
2016-03-23,46233.18420410156
2016-03-24,46202.62161254883
2016-03-28,46224.011459350586
2016-03-29,46737.25082397461
2016-03-30,46797.824630737305
2016-03-31,46775.59997558594
2016-04-01,47003.698654174805
2016-04-04,46843.107681274414
2016-04-05,46600.707092285156
2016-04-06,46970.30502319336
2016-04-07,46654.08004760742
2016-04-08,46702.38121032715
2016-04-11,46688.922271728516
2016-04-12,46984.10934448242
2016-04-13,47298.83758544922
2016-04-14,47208.143463134766
2016-04-15,47221.41036987305
2016-04-18,47431.52038574219
2016-04-19,47556.13670349121
2016-04-20,47537.20458984375
2016-04-21,47415.38375854492
2016-04-22,47223.314514160156
2016-04-25,47181.08367919922
2016-04-26,47202.82180786133
2016-04-27,47233.55903625488
2016-04-28,47028.43002319336
2016-04-29,46967.896575927734
2016-05-02,47210.32165527344
2016-05-03,46908.16017150879
2016-05-04,46677.99125671387
2016-05-05,46675.701599121094
2016-05-06,46861.85104370117
2016-05-09,46785.837173461914
2016-05-10,47222.52182006836
2016-05-11,46969.88868713379
2016-05-12,46889.82353210449
2016-05-13,46674.39598083496
2016-05-16,47011.59622192383
2016-05-17,46691.50100708008
2016-05-18,46583.327407836914
2016-05-19,46447.475509643555
2016-05-20,46696.157150268555
2016-05-23,46636.871643066406
2016-05-24,47020.53764343262
2016-05-25,47238.1233215332
2016-05-26,47257.994689941406
2016-05-27,47362.621154785156
2016-05-31,47368.794860839844
2016-06-01,47424.67964172363
2016-06-02,47524.281311035156
2016-06-03,47616.274642944336
2016-06-06,47769.80888366699
2016-06-07,47788.829498291016
2016-06-08,47987.35054016113
2016-06-09,47973.26301574707
2016-06-10,47656.11976623535
2016-06-13,47430.02182006836
2016-06-14,47386.259841918945
2016-06-15,47392.663803100586
2016-06-16,47435.81253051758
2016-06-17,47316.7342376709
2016-06-20,47481.20460510254
2016-06-21,47446.11946105957
2016-06-22,47385.048599243164
2016-06-23,47789.77523803711
2016-06-24,46846.074295043945
2016-06-27,46294.505920410156
2016-06-28,46852.51670837402
2016-06-29,47451.098861694336
2016-06-30,47935.499114990234
2016-07-01,48147.32604980469
2016-07-05,47987.1435546875
2016-07-06,48260.5135345459
2016-07-07,48232.46726989746
2016-07-08,48810.22674560547
2016-07-11,48871.7204284668
2016-07-12,48977.78846740723
2016-07-13,49022.42401123047
2016-07-14,49160.81283569336
2016-07-15,49064.809799194336
2016-07-18,49205.8757019043
2016-07-19,49159.834899902344
2016-07-20,49280.406188964844
2016-07-21,49261.911849975586
2016-07-22,49373.60252380371
2016-07-25,49253.404693603516
2016-07-26,49306.42784118652
2016-07-27,49459.73426818848
2016-07-28,49498.63609313965
2016-07-29,49657.20245361328
2016-08-01,49664.14474487305
2016-08-02,49461.05018615723
2016-08-03,49543.46824645996
2016-08-04,49622.11135864258
2016-08-05,49785.07293701172
2016-08-08,49754.3359375
2016-08-09,49840.75736999512
2016-08-10,49786.95724487305
2016-08-11,49888.96194458008
2016-08-12,49873.88473510742
2016-08-15,50005.69984436036
2016-08-16,49839.82833862305
2016-08-17,49914.309005737305
2016-08-18,50023.66500854492
2016-08-19,49909.66499328613
2016-08-22,49919.08836364746
2016-08-23,49997.81295776367
2016-08-24,49725.535736083984
2016-08-25,49679.63737487793
2016-08-26,49611.95083618164
2016-08-29,49800.272369384766
2016-08-30,49657.66128540039
2016-08-31,49553.51142883301
2016-09-01,49617.28462219238
2016-09-02,49825.9880065918
2016-09-06,50090.68321228027
2016-09-07,50084.59030151367
2016-09-08,49905.51704406738
2016-09-09,48950.124435424805
2016-09-12,49475.66215515137
2016-09-13,48936.33430480957
2016-09-14,49002.74513244628
2016-09-15,49370.5281829834
2016-09-16,49252.382583618164
2016-09-19,49237.55271911622
2016-09-20,49258.83201599121
2016-09-21,49760.39497375488
2016-09-22,50039.79095458985
2016-09-23,49833.99169921875
2016-09-26,49549.94689941406
2016-09-27,49761.59034729004
2016-09-28,49898.177642822266
2016-09-29,49575.53901672363
2016-09-30,49815.64796447754
2016-10-03,49708.23051452637
2016-10-04,49319.39155578613
2016-10-05,49443.13171386719
2016-10-06,49395.859603881836
2016-10-07,49291.04049682617
2016-10-10,49502.109603881836
2016-10-11,48985.06896972656
2016-10-12,49025.56739807129
2016-10-13,48927.69981384277
2016-10-14,48896.474685668945
2016-10-17,48817.53677368164
2016-10-18,49105.38436889649
2016-10-19,49220.274658203125
2016-10-20,49136.390380859375
2016-10-21,49185.60997009277
2016-10-24,49387.792739868164
2016-10-25,49307.04605102539
2016-10-26,49136.715087890625
2016-10-27,49009.31427001953
2016-10-28,48897.19085693359
2016-10-31,48921.30203247071
2016-11-01,48698.34541320801
2016-11-02,48515.025634765625
2016-11-03,48340.594787597656
2016-11-04,48303.6213684082
2016-11-07,48959.17350769043
2016-11-08,49095.36293029785
2016-11-09,49356.76055908203
2016-11-10,49168.7126159668
2016-11-11,48986.697692871094
2016-11-14,48858.526763916016
2016-11-15,49249.58076477051
2016-11-16,49251.64680480957
2016-11-17,49395.22087097168
2016-11-18,49235.13053894043
2016-11-21,49553.703918457024
2016-11-22,49647.16339111328
2016-11-23,49500.37826538086
2016-11-25,49603.58360290527
2016-11-28,49520.19821166992
2016-11-29,49578.93020629883
2016-11-30,49303.73710632324
2016-12-01,49008.68049621582
2016-12-02,49091.53991699219
2016-12-05,49311.729583740234
2016-12-06,49430.83915710449
2016-12-07,49936.332015991204
2016-12-08,50003.969497680664
2016-12-09,50158.29246520996
2016-12-12,50085.390701293945
2016-12-13,50368.88153076172
2016-12-14,49989.58564758301
2016-12-15,50035.005111694336
2016-12-16,49991.600494384766
2016-12-19,50141.96823120117
2016-12-20,50250.79338073731
2016-12-21,50178.09440612793
2016-12-22,50077.77442932129
2016-12-23,50146.75788879394
2016-12-27,50290.026397705085
2016-12-28,50016.46469116211
2016-12-29,50091.62071228027
2016-12-30,49876.80343627929
2017-01-03,50215.66459655762
2017-01-04,50473.69819641113
2017-01-05,50614.59922790527
2017-01-06,50722.056884765625
2017-01-09,50716.78382873535
2017-01-10,50766.20704650879
2017-01-11,50895.86242675781
2017-01-12,50830.81970214844
2017-01-13,50932.79983520508
2017-01-17,50900.537185668945
2017-01-18,50896.192474365234
2017-01-19,50766.045837402344
2017-01-20,50908.19152832031
2017-01-23,50897.822189331055
2017-01-24,51118.58451843262
2017-01-25,51390.99319458008
2017-01-26,51316.65382385254
2017-01-27,51308.60824584961
