Ticker,Quantity,Latest Price,Market Value,Weight
SPY,100,746.77001953125,74677.001953125,0.3847514824112749
QQQ,80,736.4000244140625,58912.001953125,0.30352691579006597
GLD,50,368.3800048828125,18419.000244140625,0.09489852917388285
BND,120,73.16600036621094,8779.920043945312,0.045235978467384926
VTI,90,370.0400085449219,33303.60076904297,0.17158709415739135
