Date,Historical Loss
2021-08-11,-383.3703226792289
2021-08-12,-518.2798465517607
2021-08-13,-618.2852615520704
2021-08-16,-304.98234937242546
2021-08-17,1254.5123862214316
2021-08-18,1669.9448941837002
2021-08-19,-331.8604959595391
2021-08-20,-1457.6268985863935
2021-08-23,-1972.228578212852
2021-08-24,-365.4325583786107
2021-08-25,-187.12643455963124
2021-08-26,994.5793041735247
2021-08-27,-1835.8846282862519
2021-08-30,-995.3885269903756
2021-08-31,210.45001578946741
2021-09-01,-192.61935517277246
2021-09-02,-307.12545070668494
2021-09-03,-259.9605720114174
2021-09-07,689.5642558343183
2021-09-08,370.5240657434122
2021-09-09,503.28426329460376
2021-09-10,1386.8961122643163
2021-09-13,-309.6703809618855
2021-09-14,630.3972436996174
2021-09-15,-1202.411625209798
2021-09-16,486.16841057863485
2021-09-17,1685.4161372522574
2021-09-20,2801.5138376277673
2021-09-21,-88.23176163388317
2021-09-22,-1533.6553049603042
2021-09-23,-1562.6280749347595
2021-09-24,-162.9361396195362
2021-09-27,700.517001091173
2021-09-28,3956.469855705273
2021-09-29,0.4680648680207304
2021-09-30,1230.8680456034886
2021-10-01,-1789.8511181067506
2021-10-04,2531.823682664938
2021-10-05,-1694.845348910977
2021-10-06,-840.1007934195044
2021-10-07,-1339.8838096093023
2021-10-08,508.04340578800327
2021-10-11,1252.7942234256022
2021-10-12,263.9710222085506
2021-10-13,-1162.1456161201097
2021-10-14,-2872.9604917383303
2021-10-15,-829.1046287365431
2021-10-18,-829.7774437153765
2021-10-19,-1241.0536149142313
2021-10-20,-478.87865498392057
2021-10-21,-577.978660054353
2021-10-22,462.2421046772181
2021-10-25,-1269.0096170704992
2021-10-26,-139.37109310209763
2021-10-27,360.13927497639145
2021-10-28,-1666.3135843078624
2021-10-29,-336.758103295685
2021-11-01,-551.1021157077231
2021-11-02,-634.5788393973528
2021-11-03,-1125.833277415019
2021-11-04,-1406.9475790228846
2021-11-05,-684.6963790185539
2021-11-08,-69.16037805349059
2021-11-09,603.6795921521905
2021-11-10,1678.023211744952
2021-11-11,-272.72432100785323
2021-11-12,-1418.3865484051723
2021-11-15,71.8189012981533
2021-11-16,-709.0409621336387
2021-11-17,132.92880250465524
2021-11-18,-833.3949256807302
2021-11-19,18.378193322107027
2021-11-22,1411.813631484599
2021-11-23,319.1388058229334
2021-11-24,-515.0640856495038
2021-11-26,3385.3565613414285
2021-11-29,-2393.9923806882853
2021-11-30,3027.918027085375
2021-12-01,2175.378109608866
2021-12-02,-2022.0350915348804
2021-12-03,1808.8711508228796
2021-12-06,-1689.0132496634108
2021-12-07,-3931.0514970314603
2021-12-08,-552.2919989111451
2021-12-09,1715.950087063565
2021-12-10,-1600.3807867871978
2021-12-13,1676.6611265601925
2021-12-14,1496.6939163657928
2021-12-15,-2979.3423425856986
2021-12-16,2242.446908745764
2021-12-17,1240.5503164985182
2021-12-20,1900.0940848716104
2021-12-21,-3189.9544198201984
2021-12-22,-1906.0859851547063
2021-12-23,-1125.424049621812
2021-12-27,-2459.073543723137
2021-12-28,445.7302523273851
2021-12-29,-56.369664166338076
2021-12-30,290.41411592607983
2021-12-31,540.4971967168884
2022-01-03,-848.3813650407952
2022-01-04,679.1060561150053
2022-01-05,3952.396118399955
2022-01-06,314.82695059357184
2022-01-07,1005.405983833316
2022-01-10,90.51544107192083
2022-01-11,-2041.9404355183642
2022-01-12,-503.40308707366347
2022-01-13,2906.3355706973643
2022-01-14,-240.12105225699807
2022-01-18,3458.0311586932826
2022-01-19,1455.2034672885698
2022-01-20,1946.2067350886146
2022-01-21,3608.7236508522155
2022-01-24,-843.4368207102837
2022-01-25,2570.892451683295
2022-01-26,756.7602824008281
2022-01-27,1298.7202850589122
2022-01-28,-4315.661013458627
2022-01-31,-3831.698613594942
2022-02-01,-1141.857176871136
2022-02-02,-1474.399473790417
2022-02-03,4816.175139342352
2022-02-04,-1160.2460428681843
2022-02-07,618.1760604493703
2022-02-08,-1522.0769110671351
2022-02-09,-2841.5533090780964
2022-02-10,3338.3463126014003
2022-02-11,3420.1358250818357
2022-02-14,320.542243578188
2022-02-15,-2925.1852668909864
2022-02-16,-290.07805248130114
2022-02-17,3694.4387998323086
2022-02-18,1333.3888561328686
2022-02-22,1700.709005428142
2022-02-23,3280.968980770823
2022-02-24,-3346.5083044865314
2022-02-25,-3194.5235637002274
2022-02-28,-201.86624518790765
2022-03-01,2093.967800049677
2022-03-02,-2523.3446725543276
2022-03-03,1195.5801169207555
2022-03-04,1367.2558577389575
2022-03-07,4973.430099984503
2022-03-08,583.4006699257774
2022-03-09,-4152.6990939434745
2022-03-10,1079.9230702326852
2022-03-11,2600.9567636985466
2022-03-14,2257.983638706066
2022-03-15,-3627.704601317666
2022-03-16,-4531.958779546017
2022-03-17,-2128.424887180735
2022-03-18,-2168.8287664298773
2022-03-21,225.49664706574762
2022-03-22,-2159.355301720554
2022-03-23,1907.3910960256978
2022-03-24,-2878.8109904399844
2022-03-25,-282.9611835822013
2022-03-28,-1302.601255061614
2022-03-29,-2436.957900302245
2022-03-30,1166.972898093821
2022-03-31,2332.043176634199
2022-04-01,-124.1586032747492
2022-04-04,-2095.3237293107104
2022-04-05,2873.017201912535
2022-04-06,2286.9099856531298
2022-04-07,-673.4594796675717
2022-04-08,997.0971239843489
2022-04-11,3041.667628463628
2022-04-12,424.8875685720985
2022-04-13,-2449.9360004484615
2022-04-14,2686.478580944263
2022-04-18,-14.078696167011806
2022-04-19,-2615.661514571701
2022-04-20,655.6622259151774
2022-04-21,2898.616492307642
2022-04-22,4562.551589366799
2022-04-25,-1052.5074794130453
2022-04-26,5036.333530703831
2022-04-27,-46.396411152972576
2022-04-28,-4622.552005425167
2022-04-29,6470.448209476416
2022-05-02,-1131.9056698293916
2022-05-03,-655.3879229385929
2022-05-04,-5307.567639741663
2022-05-05,6749.750722786328
2022-05-06,1362.5584604430967
2022-05-09,5795.1458155860855
2022-05-10,-726.0148848152285
