Volatility Shock,Shocked Volatility,Option Price,Delta,Gamma,Vega,Theta,Rho
-0.2,0.14151850170801772,24.895441818730035,0.5701295124667795,0.007432924158938578,1.4665155769268656,-0.15764993109394246,1.0021504633535723
-0.1,0.15920831442151995,27.49234930294807,0.5656947333202593,0.006619805229457544,1.4693481579171241,-0.17146451894236717,0.9873787943683681
0.0,0.17689812713502215,30.093413167701726,0.562489467042809,0.005965654689482915,1.4712792269938246,-0.1853468006423378,0.974892142804948
0.1,0.19458793984852438,32.69732815356309,0.5601810578419076,0.0054282265820347255,1.4726096577475862,-0.19927556042331962,0.9640727283801864
0.2,0.21227775256202658,35.303205170635806,0.5585467100913839,0.004978954063415647,1.4735210937181906,-0.2132363247199569,0.9545068310835559
