SPY Price Shock,Shocked SPY Price,Option Price,Delta,Gamma,Vega,Theta,Rho
-0.1,672.093017578125,4.463694247950357,0.15058772981970509,0.003932429190866562,0.7855664402065063,-0.08674755370521657,0.2418631687420366
-0.05,709.4315185546875,13.331290293920432,0.33628076852036914,0.005814594324540784,1.294206636197491,-0.15013156562449187,0.5630922149455561
0.0,746.77001953125,30.093413167701726,0.562489467042809,0.005965654689482915,1.4712792269938246,-0.1853468006423378,0.974892142804948
0.05,784.1085205078125,54.974395995976806,0.7608075794408609,0.004474193990076658,1.216551223981647,-0.17727227122645345,1.3539532737763165
0.1,821.4470214843751,86.04691388726212,0.8915578259521624,0.002561630305479261,0.7644319221868252,-0.14492640915151764,1.6158015168055664
