Date,BND,GLD,QQQ,SPY,VTI
2015-01-05,0.0028999630592617927,0.014964618775983719,-0.014777222500927284,-0.01822459849376489,-0.0173321658648866
2015-01-06,0.002891130678320423,0.01133448217141997,-0.013499249890903012,-0.009463558937576923,-0.009846571002268989
2015-01-07,0.000601355973042922,-0.005908836993974842,0.012808490043607656,0.012384152500355922,0.011861795011625794
2015-01-08,-0.001564137760309856,-0.004217399700950183,0.018959209008394356,0.017588935954230046,0.017485987558563187
2015-01-09,0.001684403850295217,0.011320872784880804,-0.006604750942645169,-0.008045664137161292,-0.008324363946796517
2015-01-12,0.001321081259913838,0.011025431201653892,-0.010481512051369634,-0.007864678725701554,-0.0071502759742165375
2015-01-13,0.000960403110671207,-0.003379471739693634,-0.00029570188328895304,-0.0028163167337542454,-0.0022987480514809226
2015-01-14,0.0022748938757727196,-0.0016093040146014643,-0.005531025802451363,-0.006055421007621405,-0.005481432660382755
2015-01-15,0.004418684027964752,0.024864209830664365,-0.013060736717289922,-0.009202843726431096,-0.010175809164747283
2015-01-16,-0.0029825982043162336,0.01297967953352017,0.011672630917703194,0.013028676334450439,0.013160606323664443
2015-01-20,-0.0010762519986060246,0.013618890362551296,0.007903892582318807,0.002131039896472116,0.0014409159883615132
2015-01-21,-0.001916031996583781,0.00024156831944978564,0.005104239670905684,0.005035008628697833,0.004501907128148915
2015-01-22,0.0002391961316962855,0.008017360134577187,0.018334871647087483,0.014761098973498157,0.015080677992042454
2015-01-23,0.0032305011825780406,-0.008017360134577146,0.002208319306153054,-0.005497506261327482,-0.004528707192974309
2015-01-26,-0.0011952301692078901,-0.010031679362329541,-0.0011513604959313465,0.002338967359891557,0.0041518655291340675
2015-01-27,0.0005982693382640834,0.011399158685807192,-0.02626856908547383,-0.013278141790893165,-0.01174552850939336
2015-01-28,0.003577821574399066,-0.007909034514030033,-0.005139634121797925,-0.012907400922528523,-0.013622811201439853
2015-01-29,-0.0010720283353167779,-0.02178803552843412,0.009565819750546718,0.009200965762042011,0.009517063819066866
2015-01-30,0.005468934251771318,0.022031068542067805,-0.0077839490257311395,-0.012654585513299356,-0.013678974557455429
2015-02-02,-0.0011880141548936919,-0.008378450604819716,0.008666677180552777,0.012308097207197577,0.011188255776274504
2015-02-03,-0.003097733173941529,-0.011254031870982083,0.00956382609812871,0.014357600417133241,0.015229821676906993
2015-02-04,0.0003575953155969835,0.004368788786280421,-0.0008745646749683202,-0.0038149193694126927,-0.0035013179998845184
2015-02-05,-0.0021488852149442435,0.0017257602352123193,0.008614328067633691,0.010044256987621732,0.010936153775085104
2015-02-06,-0.006475075031418568,-0.026204564931172653,-0.006089721827713613,-0.0027691971099840095,-0.003005075510747604
2015-02-09,-0.0003606293598071685,0.004457337052542182,-0.003205289559804519,-0.004485671406842811,-0.004996834360949793
2015-02-10,-0.001806568813440765,-0.005891255467082124,0.015444217181175038,0.01059682677302144,0.010156038500958196
2015-02-11,0.0,-0.01188773038576783,0.003633376501757679,0.0005801610192112461,0.0004677955163730704
2015-02-12,0.0004819134604413539,0.0023036284035265445,0.01157648856369504,0.009570580079305582,0.009586134020283242
2015-02-13,-0.00229251950197804,0.005439474740014081,0.008547949134159403,0.004107969831419565,0.004713266498304003
2015-02-17,-0.003993176553155029,-0.016838734326833547,0.0009348255554793317,0.0015720972271448602,0.0015659385618387515
2015-02-18,0.002784773038901075,0.0028404943034609498,0.0014009505842779112,9.494881958058542e-05,0.0005519993726780752
2015-02-19,-0.0008464765097868595,-0.003444070035884628,0.004933548107903731,-0.0007141834483294312,-0.00027587667545135396
2015-02-20,0.00024252778677161282,-0.005708895866845205,0.006663576183074319,0.0059827006142277464,0.00559737412642565
2015-02-23,0.00205438223046954,0.0013003471683988895,0.0010145068289571975,-0.00014185307718158122,-9.146239894681155e-05
2015-02-24,0.004096910496927103,-0.0014738237281034486,0.0007364402681673537,0.0028367339136381614,0.0022854023283237755
2015-02-25,0.0009609082244489992,0.003810143280624359,-0.0024887551066991205,-0.0008499136877731911,-0.00036543494876654714
2015-02-26,-0.002766746677525764,0.003192846928133665,0.005063635344962457,-0.0011822324851330423,-0.0006391578848976066
2015-02-27,0.0008434322142702892,0.000775127851616969,-0.004418148077016697,-0.003412073733792348,-0.0035711929021755026
2015-03-02,-0.0032374749762174525,-0.004140821554351363,0.009000026198152327,0.00629367327476407,0.006127227887662848
2015-03-03,-0.001211181117987411,-0.0018169945131893267,-0.004673190043526829,-0.004112304782592652,-0.004111366359786622
2015-03-04,0.0,-0.0031225683060647487,-0.0038653176540770625,-0.00422453175804415,-0.004035879784737363
2015-03-05,0.0006060619243786906,-0.0009560698660537595,0.0017503013360018799,0.0010932903288874767,0.0015613622126103616
2015-03-06,-0.0058279284567057605,-0.027684033513420175,-0.011386831655964281,-0.01416405732219599,-0.013953830403349937
2015-03-09,0.0012164897113778278,0.0009828943243309087,0.002882518596874682,0.004135668161384616,0.0037153514056626215
2015-03-10,0.0038847864196774216,-0.004924161015297649,-0.018741437255724525,-0.016354625082582924,-0.01532177569958662
2015-03-11,0.001089716599756828,-0.006031419233618076,-0.005786192806661438,-0.0023445169706521503,-0.0007537225182279543
2015-03-12,0.000725349764273048,-0.0002709060307489861,0.0065426801454248635,0.012633852500047412,0.012452892040047195
2015-03-13,-0.0009674632885452748,0.0014440077763354022,-0.004357184703488319,-0.006151033830653005,-0.005598215267270802
2015-03-16,0.0019348217748736724,-0.0006315097549614711,0.012827979706360147,0.013272128328421352,0.012460543513241615
2015-03-17,0.0008449937022921315,-0.005429372519536195,0.0015917845951247316,-0.0029773660563261308,-0.0019425222036103926
2015-03-18,0.006137733914542441,0.019409393965783985,0.0097770318157317,0.011949950272556777,0.011415796705221448
2015-03-19,-0.0030035321010463563,-0.0007122036244302048,0.0014813641207511974,-0.004571938943270209,-0.003576507217499904
2015-03-20,0.002643794846818587,0.011334565478751316,0.006452188022562159,0.008788542956679137,0.008325484438020152
2015-03-23,0.0004798534436372663,0.006319701703631724,-0.0019365291048252932,-0.0019509285562845087,-0.0017324470409960041
2015-03-24,0.0016783408239821403,0.002446901321801825,-0.0036069173975977,-0.005634738986913198,-0.005307543154608602
2015-03-25,-0.0015583658765349075,0.001395583828601838,-0.02315119510831432,-0.014762535807589608,-0.015719966167862896
2015-03-26,-0.0032436232379030273,0.006515812793653495,-0.0034196226217837254,-0.0023839101724745424,-0.0019683297457014693
2015-03-27,0.0009616977690751573,-0.0036436736475295383,0.003988332934908029,0.0022870180584603794,0.0027171558224018916
2015-03-30,0.0012022036934546418,-0.011450652385538355,0.011401765431341814,0.012126061479013534,0.012645501461456977
2015-03-31,0.0010797217753733103,-0.000791489742224147,-0.01064401393638509,-0.008777916920473573,-0.009096022494362272
2015-04-01,0.003972024844552926,0.016924374949796855,-0.005221618600513881,-0.0035424933886603785,-0.0018666033368842157
2015-04-02,-0.0013183773389020704,-0.002772001936393702,0.0006659210227221273,0.003590956856213204,0.003171172766697836
2015-04-06,0.0008390938026931648,0.012156925637931892,0.008147919906364603,0.006710751403374399,0.006866782876216815
2015-04-07,0.0005983265354700188,-0.004982843844589143,-0.0016997644526361515,-0.0026502228459994457,-0.0033349725814001657
2015-04-08,-0.0007183887025405194,-0.005527256360212914,0.007908045927304586,0.003371415753097018,0.004259642769732048
2015-04-09,-0.0021583311327457106,-0.006952344453191623,0.006263106735155569,0.004413817647521121,0.003504870128377487
2015-04-10,-0.0004816211703359158,0.011273125412459931,0.004091940306154663,0.005442604442300715,0.004684634188981986
2015-04-13,0.0002406812145232646,-0.007182773547924921,-0.002509047955933124,-0.004533517430422291,-0.003948267216030603
2015-04-14,0.0017995027222537988,-0.006098084431298223,-0.0028886667366505485,0.0019115676277040822,0.0014708560685655584
2015-04-15,0.0009587745409976246,0.008613598755223903,0.006232462093149646,0.004476725133008825,0.005040055948263341
2015-04-16,-0.0002389440076225717,-0.0034713349747602833,-0.001391838222467681,-0.00028521364972556,-0.00045728376345652213
2015-04-17,0.0016755736713620591,0.004942989742755055,-0.01572323732858738,-0.011569950808904828,-0.011681766522641234
2015-04-20,-0.0010772471358920115,-0.007641555546604684,0.014887172778137383,0.009095328373970308,0.008109191493142584
2015-04-21,-0.0011984022234360298,0.005736617532052148,0.0042659875013313486,-0.0011920541201405302,-0.00027570609601463257
2015-04-22,-0.0037225754832731174,-0.013524881601083907,0.005444899590153422,0.0049019570849336055,0.004214292805019099
2015-04-23,0.0019236684728583414,0.007265135996097461,0.0037667190497633184,0.002513285754745931,0.003103274701271981
2015-04-24,0.0015598888956875028,-0.014141033700353254,0.013479274214710539,0.0023174041919653,0.001092914251023096
2015-04-27,-0.0007198021557155746,0.01996737439576267,-0.002536273043212805,-0.004166459001755296,-0.0052025812957372545
2015-04-28,-0.0031242126148926007,0.008633395454348151,-0.001997227836433723,0.0031741793836989234,0.00265061545071519
2015-04-29,-0.003135213889395018,-0.007073870774361553,-0.0062901605683737425,-0.004123440434269405,-0.004390476632608507
2015-04-30,0.0010869197889124245,-0.01781862923365432,-0.015854401723924955,-0.010070547270481695,-0.010875476190374607
2015-05-01,-0.0030382794750088123,-0.003442946542885586,0.01310692512550679,0.010782708436357792,0.009132160871773853
2015-05-04,-0.001455287434692388,0.0089796944769085,0.0016494523174638896,0.0028434096823418227,0.003483176500494074
2015-05-05,-0.0015801550335386551,0.0028006293425995657,-0.01643021647096877,-0.011517987395327608,-0.011967084755364819
2015-05-06,-0.0027996130029457615,-0.0005245000462393765,-0.006910563718715131,-0.004125326935111359,-0.0027824199416058553
2015-05-07,0.0020703742030668067,-0.008253646349355704,0.00597946682277849,0.003981729839963222,0.003800497147649467
2015-05-08,0.002672791490473545,0.0048375401365222245,0.012405229259723496,0.013080263200678306,0.012503746727304683
