Date,Daily PnL
2024-01-09,-43.204498291015625
2024-01-10,547.8984069824219
2024-01-11,92.87384033203125
2024-01-12,160.52215576171875
2024-01-16,-415.9092712402344
2024-01-17,-684.5721435546875
2024-01-18,1110.0453186035156
2024-01-19,1502.2903442382812
2024-01-22,210.76705932617188
2024-01-23,331.279296875
2024-01-24,139.54010009765625
2024-01-25,488.41400146484375
2024-01-26,-296.6798400878906
2024-01-29,1006.9129943847656
2024-01-30,-264.2808532714844
2024-01-31,-1766.5989685058594
2024-02-01,1429.3232727050781
2024-02-02,1081.6708374023438
2024-02-05,-435.80718994140625
2024-02-06,229.66293334960938
2024-02-07,897.7095031738281
2024-02-08,108.34686279296875
2024-02-09,704.4432067871094
2024-02-12,-157.711181640625
2024-02-13,-1751.9642639160156
2024-02-14,1064.9948120117188
2024-02-15,686.3053894042969
2024-02-16,-659.2192077636719
2024-02-20,-593.1649780273438
2024-02-21,-108.41293334960938
2024-02-22,2415.348663330078
2024-02-23,28.51715087890625
2024-02-26,-300.2667236328125
2024-02-27,213.11187744140625
2024-02-28,-251.03607177734375
2024-02-29,625.2487182617188
2024-03-01,1399.4053649902344
2024-03-04,-63.427581787109375
2024-03-05,-1259.6693420410156
2024-03-06,691.0234069824219
2024-03-07,1302.0500183105469
2024-03-08,-844.3858337402344
2024-03-11,-191.947021484375
2024-03-12,1113.021240234375
2024-03-13,-318.9576721191406
2024-03-14,-362.3114013671875
2024-03-15,-923.4078979492188
2024-03-18,740.3257751464844
2024-03-19,501.2944030761719
2024-03-20,1235.5599975585938
2024-03-21,422.90252685546875
2024-03-22,-174.44854736328125
2024-03-25,-302.4400329589844
2024-03-26,-208.46908569335938
2024-03-27,843.1002807617188
2024-03-28,61.41387939453125
2024-04-01,18.623657226577052
2024-04-02,-692.1853637695458
2024-04-03,266.7840576171875
2024-04-04,-1466.5385437011719
2024-04-05,1293.5586547851562
2024-04-08,125.14495849609375
2024-04-09,307.85980224609375
2024-04-10,-1259.2840576171875
2024-04-11,1292.0362854003906
2024-04-12,-1709.0809631347656
2024-04-15,-1314.1876220703125
2024-04-16,-158.44741821289062
2024-04-17,-877.6707458496094
2024-04-18,-320.49285888671875
2024-04-19,-1242.3088073730469
2024-04-22,714.8614501953125
2024-04-23,1317.4853515625
2024-04-24,55.82427978515625
2024-04-25,-412.025146484375
2024-04-26,1237.9330444335938
2024-04-29,401.42974853515625
2024-04-30,-2041.1744689941406
2024-05-01,-331.50054931640625
2024-05-02,1103.8967895507812
2024-05-03,1579.0829467773438
2024-05-06,1248.9732360839844
2024-05-07,47.18353271484375
2024-05-08,-81.78573608398438
2024-05-09,687.7607727050781
2024-05-10,234.30007934570312
2024-05-13,-16.17095947265625
2024-05-14,683.0392456054688
2024-05-15,1652.0664978027344
2024-05-16,-297.2904968261719
2024-05-17,250.55084228515625
2024-05-20,369.2640686035156
2024-05-21,244.30938720703125
2024-05-22,-449.94903564453125
2024-05-23,-976.8122863769531
2024-05-24,861.3613891601562
2024-05-28,248.59695434570312
2024-05-29,-935.8287048339844
2024-05-30,-782.6495361328125
2024-05-31,536.5653991699219
2024-06-03,380.49774169921875
2024-06-04,85.35385131835938
2024-06-05,1764.4422912597656
2024-06-06,47.861328125
2024-06-07,-595.4075622558594
2024-06-10,470.2484130859375
2024-06-11,479.8921203613281
2024-06-12,1197.049560546875
2024-06-13,267.85400390625
2024-06-14,360.0959777832031
2024-06-17,976.2847900390625
2024-06-18,277.5056457519531
2024-06-20,-381.27197265625
2024-06-21,-376.05133056640625
2024-06-24,-597.4459838867188
2024-06-25,661.2307739257812
2024-06-26,7.141876220703125
2024-06-27,374.01763916015625
2024-06-28,-525.3707885742188
2024-07-01,365.0508117675781
2024-07-02,918.1637573242188
2024-07-03,825.4612731933594
2024-07-05,1023.6177062988281
2024-07-08,51.4227294921875
2024-07-09,95.8154296875
2024-07-10,1226.7185974121094
2024-07-11,-1219.4407653808594
2024-07-12,744.8295593261719
2024-07-15,369.73419189453125
2024-07-16,794.7982788085938
2024-07-17,-2318.4149169921875
2024-07-18,-903.0964660644531
2024-07-19,-1067.9560852050781
2024-07-22,1362.1502685546875
2024-07-23,-197.0330810546875
2024-07-24,-3194.307861328125
2024-07-25,-926.1520385742188
2024-07-26,1388.6491394042969
2024-07-29,101.17523193359375
2024-07-30,-752.2615051269531
2024-07-31,2528.2330322265625
2024-08-01,-2048.677978515625
2024-08-02,-2253.1935119628906
2024-08-05,-3404.2710876464844
2024-08-06,882.3533630371094
2024-08-07,-918.4306335449219
2024-08-08,2911.0279846191406
2024-08-09,569.6585083007812
2024-08-12,296.26708984375
2024-08-13,2141.0220336914062
2024-08-14,168.34396362304688
2024-08-15,2244.2811584472656
2024-08-16,498.4199523925781
2024-08-19,1229.4100952148438
2024-08-20,-160.59600830078125
2024-08-21,488.4895324707031
2024-08-22,-1413.5382080078125
2024-08-23,1459.2277526855469
2024-08-26,-533.2565307617188
2024-08-27,241.09527587890625
2024-08-28,-982.7900695800781
2024-08-29,21.670684814453125
2024-08-30,1098.6630249023438
2024-09-03,-2818.6126708984375
2024-09-04,-214.94430541992188
2024-09-05,-54.45953369140625
2024-09-06,-2352.4954223632812
