Date,SPY,QQQ,GLD,BND,VTI
2022-03-10,40034.23156738281,25780.91552734375,9319.99969482422,8353.448181152344,18153.896484375
2022-03-11,39525.1953125,25246.2646484375,9254.499816894533,8347.217102050781,17907.236938476562
2022-03-14,39236.328125,24761.416015625,9115.00015258789,8270.357666015625,17730.68939208984
2022-03-15,40099.1455078125,25538.10791015625,8944.499969482422,8283.861694335938,18100.681457519528
2022-03-16,40988.31481933594,26485.229492187496,9000.499725341797,8296.324768066406,18553.450012207028
2022-03-17,41501.116943359375,26805.869140625,9044.499969482422,8303.594970703125,18801.79595947266
2022-03-18,41955.66711425781,27354.53125,8965.00015258789,8327.48291015625,19021.423645019528
2022-03-21,41943.402099609375,27278.48388671875,9033.499908447266,8242.319641113281,19003.684844970703
2022-03-22,42434.19494628906,27814.57275390625,8968.000030517578,8221.544494628906,19236.82846069336
2022-03-23,41887.71667480469,27414.83642578125,9090.499877929686,8258.936462402344,18974.82513427734
2022-03-24,42519.13757324219,28024.17724609375,9156.500244140625,8248.5498046875,19245.131378173828
2022-03-25,42726.78833007813,28000.80810546875,9119.000244140625,8175.848693847656,19327.325592041012
2022-03-28,43030.712890625,28434.04296875,8952.999877929688,8199.732971191406,19452.735900878903
2022-03-29,43563.037109375,28923.38623046875,8956.999969482422,8236.085815429688,19747.61444091797
2022-03-30,43294.03991699219,28603.91357421875,9029.000091552734,8254.778137207031,19587.462615966797
2022-03-31,42627.685546875,28249.37744140625,9032.49969482422,8261.015625,19291.735382080078
2022-04-01,42748.49548339844,28195.61279296875,8975.0,8243.102416992188,19368.845672607422
2022-04-04,43114.70947265625,28776.11572265625,9018.499755859375,8249.353637695312,19533.234100341797
2022-04-05,42570.11413574219,28137.16796875,8962.000274658203,8166.056213378906,19247.67471313477
2022-04-06,42144.44274902344,27526.27197265625,8983.000183105469,8141.0650634765625,19026.513061523434
2022-04-07,42356.80541992188,27591.7236328125,9016.999816894533,8124.405212402344,19098.538055419922
2022-04-08,42243.53942871094,27206.01318359375,9073.500061035156,8080.6768798828125,19039.225616455078
2022-04-11,41521.50268554688,26562.392578125,9118.499755859375,8043.196105957031,18741.800994873047
2022-04-12,41367.65747070313,26450.185546875,9188.500213623045,8069.227294921875,18684.18182373047
